ID,DATE,Title,Author,Subjects,Publisher,Language
spiritchristmas00dykegoog,1905,The spirit of Christmas,"Van Dyke, Henry, 1852-1933",Christmas stories,"New York, C. Scribner's sons",eng
atlastachristma08kinggoog,1905,At Last: A Christmas in the West Indies,Charles Kingsley,,Macmillan and co.,English
christmasbooks01dick,1905,Christmas books,"Dickens, Charles, 1812-1870",,New York : Dodge,eng
hollytreeinnplay00beri,1905,Holly tree inn; play in one act,"Beringer, Aim\u00e9e (Daniell) \Mrs. Oscar Beringer,\, 1856- [from old catalog];Dickens, Charles, 1812-1870. The Holly-tree inn. [from old catalog]",Christmas plays,"New York, S. French; London, S. French, ltd.",eng
bachelorschrist01grangoog,1906,The bachelor's Christmas,"Grant, Robert, 1852-1940",,"New York, C. Scribner's Sons",eng
colonelcrockett01hughgoog,1906,Colonel Crockett's co-operative Christmas,"Hughes, Rupert, 1872-1956",,"Philadelphia, G. W. Jacobs",eng
colonelcrockett02hughgoog,1906,Colonel Crockett's co-operative Christmas,"Hughes, Rupert, 1872-1956",,"Philadelphia, G. W. Jacobs",eng
formshymnsforchr00phil,1906,Forms and hymns for Christmas : for the use of Sunday schools and churches.,,"Carols;Christmas music;Sunday schools;Hymns, English;Lutheran Church",Philadelphia : Heidelberg Press,eng
achristmascarol01dickgoog,1906,"A Christmas carol, The wreck of the Golden Mary","Dickens, Charles, 1812-1870;Broadus, Edmund Kemper, [from old catalog] ed","Scrooge, Ebenezer (Fictitious character);Poor families;Sick children;Misers","Chicago, Scott, Foresman and company",eng
firstchristmastr00vandiala,1906,The first Christmas tree;,"Van Dyke, Henry, 1852-1933",,New York : C. Scribner's sons,eng
worldschristmast00jeffiala,1906,The world's Christmas tree,"Jefferson, Charles Edward, 1860-1937",Christmas,New York : T. Y. Crowell & co.,eng
cu31924022484210,1906,Colonel Crockett's co-operative Christmas,"Hughes, Rupert, 1872-1956",,"Philadelphia and London, G. W. Jacobs",eng
giftsandgivers00garhrich,1906,Gifts and givers : a sermon for all seasons,"Graham, Margaret Collier, 1850-1910;Morgan Shepard Company",Christmas,New York : Morgan Shepard,eng
rosemaryachrist00willgoog,1906,Rosemary: A Christmas Story,"Charles Norris Williamson,  Alice Muriel Williamson",,A.L. Burt,English
littlecolonelsch00johniala,1906,The Little Colonel's Christmas vacation,"Johnston, Annie F. (Annie Fellows), 1863-1931",,Boston : L. C. Page & Company,eng
colonelcrockett00hughgoog,1906,Colonel Crockett's co-operative Christmas,"Hughes, Rupert, 1872-1956",,"Philadelphia, G. W. Jacobs",eng
sketchbookofgeof13irvi,1906,"The sketch-book of Geoffrey Crayon, gent.","Irving, Washington, 1783-1859",Christmas,"New York, Maynard, Merrill, & co",eng
pletchristmastal00lamb,1906,Plet: a Christmas tale of the Wasatch,"Lambourne, Alfred. [from old catalog]",,"New York, Dodge publishing company",eng
firstchristmastr00vand,1906,The first Christmas tree,"Van Dyke, Henry, 1852-1933",,New York : C. Scribner's Sons,eng
bachelorschristmx00gran,1906,The bachelor's Christmas,"Grant, Robert, 1852-1940",,"New York, C. Scribner's Sons",eng
shakespeareschr00cougoog,1906,Shakespeare's Christmas and Other Stories,Arthur Thomas Quiller -Couch,,B. Tauchnitz,English
keepingchristmas00irvirich,1906,The keeping of Christmas at Bracebridge hall,"Irving, Washington, 1783-1859;Brock, C. E. (Charles Edmund), 1870-1938. illus",,"London, J. M. Dent & co.; New York, E. P. Dutton & co",eng
christmassermon00steviala,1906,A Christmas sermon,"Stevenson, Robert Louis, 1850-1894","Sermons, English",London : Chatto & Windus,eng
shepherdsvisionc00park,1906,"The shepherds' vision : a Christmas cantata for soprano (or tenor), bass soli, chorus and organ","Parker, Horatio W. (Horatio William), 1863-1919;Van der Stucken, Frank Valentin, 1858-;Jennings, Alice C","Cantatas, Sacred;Christmas music",New York : The H. W. Gray Co. ; sole agents for Novello,eng
colcrockettsxmas00hughrich,1906,Colonel Crockett's co-operative Christmas,"Hughes, Rupert, 1872-1956;Hearst, William Randolph, 1863-1951;Ingraham, J. L",,"Philadelphia, G. W. Jacobs",eng
macyschristmasgi00macy,1906,"Macy's Christmas Gifts Catalogue, 1906, New York : supplement to our general catalogue",Macy's (Firm),Macy's (Firm);Department stores,New York : Macy's,eng
christmaseve00browrich,1906,Christmas eve,"Browning, Robert, 1812-1889",,"London, J. C. & E. C. Jack",eng
mrpickwickschris00dick,1906,Mr. Pickwick's Christmas,"Dickens, Charles, 1812-1870;Williams, George Alfred, [from old catalog] illus",,New York : Baker & Taylor Co.,eng
peterachristmas00hohlgoog,1907,"Peter, a Christmas Story","Venetia Hohler,  \Mrs . Edwin Hohler \ Venetia Hohler",,E.P. Dutton & Company,English
cu31924013152529,1907,Shakespeare's Christmas gift to Queen Bess in the year 1596,"McMahan, Anna Benneson, Mrs., 1846-","Shakespeare, William, 1564-1616","Chicago, A.C. McClurg & co.",eng
poetsonchristmas00knig,1907,The poets on Christmas;,"Knight, William Angus, 1836-1916",Christmas,"London : Society for promoting Christian knowledge: New York, E. S. Gorham; [etc.]",eng
merrychristmast01unkngoog,1907,"\""Merry Christmas\"" to you my friend [poems] ..","Vose, Mary C., comp",,"Boston, R.G. Badger",eng
oldrivertown00litt,1907,An old river town,"Littlefield, Ada Douglas",Winterport (Me. : Town) -- History,"New York, Calkins and company",eng
signsinchristmas00knigiala,1907,The signs in the Christmas fire,"Knight, William Allen, 1863-1957",,"Boston, New York [etc.] : The Pilgrim press",eng
christmascarol00pato,1907,A Christmas carol,"Paton, Joseph No\u00ebl, Sir, 1821-1901. [from old catalog]",,"New York, I. Somerville & company",eng
littlecityhopea01crawgoog,1907,The Little City of Hope: A Christmas Story,Francis Marion Crawford,,Macmillan,English
childrenchristm00thomgoog,1907,Children of Christmas,"Thomas, Edith Matilda, 1854- [from old catalog]",,"Boston, R. G. Badger",eng
landofmakebeliev00nesb,1907,"The land of make-believe, and other Christmas poems","Nesbit, Wilbur D. (Wilbur Dick), 1871-1927",,"New York, Harper",eng
storyofotherwise00vand,1907,The story of the other wise man,"Van Dyke, Henry, 1852-1933",Jesus Christ;Christmas stories;Magi,New York : Harper,eng
oldpeabody00wiggrich,1907,Old Peabody pew; a Christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923;Stephens, Alice Barber, 1858-1932",,Boston : Houghton,eng
mooseheadjournal00lowe,1907,A Moosehead journal; My garden acquaintance; A good word for winter,"Lowell, James Russell, 1819-1891","Burns, Robert, 1759-1796;Winter","Boston, New York [etc.] Houghton, Mifflin and company",eng
underhollybough00warrgoog,1907,Under the holly bough : a collection of Christmas poems,"Warren, Ina Russelle",Christmas,Philadelphia : George W. Jacobs & Co.,eng
christmasitsori00unkngoog,1907,Christmas,"Schauffler, Robert Haven, 1879- [from old catalog] ed",Christmas;Christmas,"New York, Moffat, Yard &amp; company",eng
oldpeabodypewac02wigggoog,1907,The old Peabody pew; a Christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923",Churches;Country life,"Boston, New York, Houghton, Mifflin and Company",eng
christmascarolot1907dick,1907,"A Christmas carol, and other Christmas books","Dickens, Charles, 1812-1870;Chesterton, G. K. (Gilbert Keith), 1874-1936;Dickens, Charles, 1812-1870. Christmas carol",,London : J.M. Dent ; New York : E.P. Dutton,eng
oldpeabodypewac01wigggoog,1907,The old Peabody pew; a Christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923",Churches;Country life,"Boston, New York, Houghton, Mifflin and Company",eng
cu31924013473016,1907,"The Holly tree inn, and A Christmas tree","Dickens, Charles, 1812-1870;Williams, George Alfred, 1875-",,"New York, Platt and Peck",eng
childrenofchrist00thom,1907,Children of Christmas,"Thomas, Edith Matilda, 1854- [from old catalog]",,"Boston, R. G. Badger",eng
cu31924022227882,1907,The old Peabody pew : a Christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923",,New York : Grosset & Dunlap,eng
oldpeabodypewchr00wiggiala,1907,The old Peabody pew; a Christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923",,London : Archibald Constable,eng
merrychristmast00unkngoog,1907,"\""Merry Christmas\"" to you my friend [poems] ..","Vose, Mary C., comp",,"Boston, R.G. Badger",eng
littlecityhopea00bendgoog,1907,The Little City of Hope: A Christmas Story,"Francis Marion Crawford,  Wladyslaw Theodore Benda",,Macmillan,English
cu31924022227890,1907,The old Peabody pew : a christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923;Stephens, Alice Barber, 1858-1932",,"Boston, New York, Houghton, Mifflin",eng
littlexxiv00tyna,1907,A Little book of xxiv carols,"Tynan, Katharine, 1861-1931","Carols;Christmas music;Hymns, English","Portland, Me. : Thomas B. Mosher",eng
christmassetyde00hainrich,1907,Christmasse tyde;,"Haines, Jennie Day, b. 1853;Tomoy\u00e9 Press. (1907) bkp CU-BANC;Paul Elder and Company. (1907) bkp CU-BANC;Nash, John Henry, 1871-1947",,"San Francisco, New York, P. Elder and company",eng
hollytreeinnandc02dick,1907,"The Holly tree inn, and A Christmas tree, as written in the Christmas stories by Charles Dickens;","Dickens, Charles, 1812-1870;Williams, George Alfred, 1875- ill",,"New York, The Baker & Taylor company",eng
oldpeabodypewchr00wigg,1907,The old Peabody pew : a Christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923",,"Boston : Houghton, Mifflin and Company",eng
oldpeabodypewac00wigggoog,1907,The old Peabody pew; a Christmas romance of a country church,"Wiggin, Kate Douglas Smith, 1856-1923",Churches;Country life,"Boston, New York, Houghton, Mifflin and Company",eng
littlecityhopea00crawgoog,1907,The Little City of Hope: A Christmas Story,Francis Marion Crawford,,Macmillan,English
christmasmaking00milliala,1907,Christmas making,"Miller, J. R. (James Russell), 1840-1912",,New York : T.Y. Crowell & co.,eng
bychristmasfire00unkngoog,1908,By the christmas fire,,,,English
chicarolsh00hodg,1908,Christmas carols and hymns for children,"Hodges, J. S. B., 1830-1915","Carols;Christmas music;Hymns, English;Children's songs",New York : H.W. Gray Co.,eng
firebychristmas00crotrich,1908,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927;Riverside Press, Cambridge, Mass. (1908) bkp CU-BANC;Rogers, Bruce, 1870-1957",,Boston ; New York : Houghton Mifflin Company,eng
goblinschristmas00andeiala,1908,The goblins' Christmas,"Anderson, Elizabeth",,Los Angeles : Segnogram Pub. Co.,eng
cu31924022347268,1908,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927",,"Boston, New York, Houghton Mifflin Company",eng
firstchristmasgi00john,1908,The first Christmas gift; poems and prose pastels,"Johnson, Lillian Hartman. [from old catalog]",,"Denver, Col., Myers Print. Co.",eng
bychristmasfire01crot,1908,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927;Shapiro Bruce Rogers Collection (Library of Congress) DLC",,"Boston, New York, Houghton Mifflin Company",eng
mysteryplayinhon00bensiala,1908,A mystery play in honour of the nativity of Our Lord,"Benson, Robert Hugh, 1871-1914",Christmas plays,"London, New York [etc.] : Longmans, Green, and co.",eng
christmasstorie00dickgoog,1908,Christmas Stories,Charles Dickens,,University Society,English
charlesdickensma00dick,1908,"Charles Dickens and Maria Beadnell (\""Dora\"") : private correspondence between Charles Dickens and Mrs. Henry Winter (ne\u00e9 Maria Beadnell) ...","Dickens, Charles, 1812-1870;Baker, George Pierce, 1866-1935;Winter, Maria Sarah Beadnell, 1811 or 12-1886;Dickens, Charles, 1812-1870","Winter, Maria Sarah Beadnell, 1811 or 12-1886;Dickens, Charles, 1812-1870;Dickens, Charles, 1812-1870;Novelists, English -- 19th century","Saint Louis, Mo. : Priv. printed for William K. Bixby",eng
christmastoday00mabiiala,1908,Christmas to-day,"Mabie, Hamilton Wright, 1846-1916",Christmas,"New York : Dodd, Mead",eng
bychristmasfire00crotgoog,1908,By the Christmas Fire,Samuel McChord Crothers,,Houghton Mifflin Company,English
christmasday00richrich,1908,On Christmas Day in the morning,"Richmond, Grace S. (Grace Smith), 1866-1959;Doubleday, Page & Company. pbl;Relyea, C. M. (Charles M.), 1863-1932",,"New York : Doubleday, Page & Company",eng
amysteryplayinh00bensgoog,1908,A mystery play in honour of the nativity of Our Lord,"Benson, Robert Hugh, 1871-1914",Christmas plays,"London, New York [etc.] Longmans, Green, and co.",eng
christmasbooksp00dickgoog,1908,Christmas Books: Pictures from Italy,Charles Dickens,,University Society,English
christmasbook00stew,1908,The Christmas book,"Stewart, Jane Agnes, 1860-",Jesus Christ;Christmas,"Philadelphia, New York, [etc.] The Griffith & Rowland press",eng
bychristmasfire04crotgoog,1908,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927;Shapiro Bruce Rogers Collection (Library of Congress) DLC",,"Boston, New York, Houghton Mifflin Company",eng
christmasvsfourt00cool,1908,Christmas vs. Fourth of July,"Coolidge, Asenath Carver;Hungerford-Holbrook Company. pbl","Children's literature, American","Watertown, New York : Printed by Hungerford-Holbrook Co.",eng
bychristmasfire02crotgoog,1908,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927",,"Boston, New York, Houghton Mifflin Company",eng
christmaseveryda00howe3,1908,Christmas every day : a story told a child,"Howells, William Dean, 1837-1920;Richards, Harriet Roosevelt, ill",,New York : Harper & Brothers,eng
firechristmas00crotrich,1908,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927;Riverside Press, Cambridge, Mass. (1908) bkp CU-BANC;Rogers, Bruce, 1870-1957",,Boston ; New York : Houghton Mifflin Company,eng
christmascarolsh00hodg,1908,Christmas carols and hymns for children \/,"Hodges, J. S. B., 1830-1915.","Carols;Christmas music;Hymns, English;Children's songs",New York : H.W. Gray Co.,eng
bychristmasfire01crotgoog,1908,By the Christmas Fire,Samuel McChord Crothers,,Houghton Mifflin Company,English
oldchristmas00irvirich,1908,Old Christmas,"Irving, Washington, 1783-1859",Christmas stories,"London, Hodder & Stoughton",eng
christmasvsfour00compgoog,1908,Christmas Vs. Fourth of July,"Asenath Carver Coolidge,  Hungerford -Holbrook Company",,Printed by Hungerford -Holbrook Co.,English
charlesdickensma00dickrich,1908,Charles Dickens and Maria Beadnell; private correspondence,"Dickens, Charles, 1812-1870;Bibliophile Society (Boston, Mass.);Baker, George Pierce, 1866-1935","Winter, Maria Sarah Beadnell, 1811 or 12-1886","Boston, Printed for members only, The Bibliophile Society",eng
bychristmasfire03crotgoog,1908,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927;Shapiro Bruce Rogers Collection (Library of Congress) DLC",,"Boston, New York, Houghton Mifflin Company",eng
onchristmasdayi00compgoog,1908,On Christmas Day in the morning,"Richmond, Grace S. (Grace Smith), 1866-1959;Relyea, C. M. (Charles M.), 1863-1932. ill;Doubleday, Page & Company. pbl",,"New York : Doubleday, Page & Company",eng
bookofwinterspor00syer,1908,The book of winter sports,"Syers, E. (Edgar), ed;Syers, Mrs. Madge, joint ed",Winter sports,"London, E. Arnold",eng
merrychristmaswa00john,1908,Merry Christmas Wanamaker's.,John Wanamaker (Firm),Gifts--Catalogs;Department stores--Catalogs;Trade catalogs--Gifts;Trade catalogs--Departmnet stores.,The Company,eng
signsinchristma00kniggoog,1908,The signs in the Christmas fire,"Knight, William Allen, 1863-1957",,"Boston, New York [etc.] Pilgrim Press",eng
legendofsleepyho02irvi,1908,The Legend of Sleepy Hollow ; and other essays,"Irving, Washington, 1783-1859",Christmas,"Topeka, Kan. : Crane",eng
queenalexandras00alexgoog,1908,Queen Alexandra's Christmas gift book : photographs from my camera to be sold for charity,"Alexandra, Queen, consort of Edward VII, King of Great Britain, 1844-1925",,London : \The Daily Telegraph\,eng
christmaseveonl03foxgoog,1909,Christmas Eve on Lonesome ; Hell-fer-sartain: And Other Stories,John Fox,,C. Scribner's Sons,English
beasleyxmasparty00tarkrich,1909,Beasley's Christmas party,"Tarkington, Booth, 1869-1946;Clements, Ruth Sypherd, ill",,New York ; London : Harper & Brothers,eng
bookofchristmas00mabi,1909,The book of Christmas;,"Mabie, Hamilton Wright, 1846-1916",Christmas;New Year;Epiphany,"New York, The Macmillan Company",eng
thinsantaclausc00butlgoog,1909,The thin Santa Claus; the chicken yard that was a Christmas stocking,"Butler, Ellis Parker, 1869-1937",,"New York, Doubleday, Page",eng
beasleyschristm00tarkgoog,1909,Beasley's Christmas party,"Tarkington, Booth, 1869-1946;Clements, Ruth Sypherd, ill;Harper & Brothers. pbl",,New York ; London : Harper & Brothers,eng
spiritofchristmavdh00vand,1909,The spirit of Christmas,"Van Dyke, Henry, 1852-1933",,"New York, Scribner",eng
christmasevelone00foxjrich,1909,"Christmas eve on Lonesome ; Hell-fer-sartain, and other stories","Fox, John, 1863-1919;Fox, John, 1863-1919",,New York : C. Scribner's sons,eng
cu31924005474568,1909,Little Peter : a Christmas morality for children of any age,"Malet, Lucas, 1852-1931",,London : H. Frowde : Hodder & Stoughton,eng
christmasoratori00bach,1909,"The Christmas oratorio : for chorus, soli, and orchestra","Bach, Johann Sebastian, 1685-1750;Spicker, Max, 1858-1912",Oratorios;Christmas music,New York : G. Schirmer,eng
christmasbuilder00jeff,1909,Christmas builders,"Jefferson, Charles Edward, 1860-1937",Christmas,"New York, T.Y. Crowell & Co",eng
CAT31291330,1909,Citrus trees : season 1909-10,"Winter Haven Nurseries;Klemm, A. M;Henry G. Gilbert Nursery and Seed Trade Catalog Collection",Nursery stock Florida Winter Haven Catalogs;Citrus fruits Catalogs;Fruit trees Seedlings Catalogs,"Winter Haven, Fla. : A.M. Klemm",eng
cu31924022229904,1909,"A tribute to William Winter. Dec. 15, 1909",,"Winter, William, 1836-1917",[New York,eng
christmasmessage00page,1909,A Christmas message to you with the New Year,"Page, Villa Faulkner. [from old catalog]",,New York : Pub. by the author,eng
beasleyschristma00tark,1909,Beasley's Christmas party,"Tarkington, Booth, 1869-1946;Clements, Ruth Sypherd, ill;Harper & Brothers. pbl",,New York ; London : Harper & Brothers,eng
christmassermons00mcco,1909,Christmas sermons,"McConnell, Francis John, 1871-1953","Christmas sermons;Methodist Church;Sermons, American","Cincinnati, Jennings and Graham; New York, Eaton and Mains",eng
beasleyschristm01brotgoog,1909,Beasley's Christmas Party,"Booth Tarkington ,  Ruth Sypherd Clements ,  Harper & Brothers",,Harper & Brothers,English
cu31924021982941,1909,"Christmas Eve on Lonesome : \""Hell-fer-sartain\"" ; and other stories","Fox, John, 1863-1919",,New York : C. Scribner's Sons,eng
bookofchristmas00newy,1909,The book of Christmas,,Christmas,New York : The MacMillan Company,eng
beasleyschristm00brotgoog,1909,Beasley's Christmas party,"Tarkington, Booth, 1869-1946;Clements, Ruth Sypherd, ill;Harper & Brothers. pbl",,New York ; London : Harper & Brothers,eng
storysantaklaus00walsgoog,1909,The story of Santa Klaus : told for children of all ages from six to sixty,"Walsh, William Shepard, 1854-1919",Santa Claus;Christmas;Santa Claus;Christmas,Detroit : Omnigraphics,eng
forchristmasdayo00bush,1910,"For Christmas day, and other poems","Bushnell, Curtis Clark",Christmas,"[New Haven, The Tuttle, Morehouse & Taylor company]",eng
christmlsh00dann,1910,Christmas carols and hymns for school and choir,"Dann, Hollis Ellsworth, 1861-1939","Carols;Christmas music;Hymns, English",New York : American Book Co.,eng
christofhumanhea00simorich,1910,"The Christ of the human heart, a Christmas gift-book","Simonds, William Day",,"Oakland, Unity Club",eng
legendofchristma00lage,1910,The legend of the Christmas rose,"Lagerlof, Selma, 1858-1910",,"Garden City, N.Y. : Doubleday, Doran and co., inc.",eng
onenightinbethl00camgoog,1910,One Night in Bethlehem: A Christmas Story,"William James Dawson ,  Hodder and Stoughton ,  George H. Doran Company,  George H . Doran Company,  Hodder and Stoughton ,  University Press (Cambridge,  Mass .),  Mass University Press (Cambridge",,George H. Doran Company,English
onchristmasdayi00richgoog,1910,On Christmas Day in the Evening,Grace Louise Smith Richmond,,A. L. Burt,English
onchristmasdayin10rich,1910,On Christmas day in the evening,"Richmond, Grace Louise Smith, 1866-1959",,"New York, Doubleday, Page and Company",eng
yuletideentertai00will,1910,"Yuletide entertainments: Christmas recitations, monologues, drills, tableaux, motion songs, exercises, dialogues and plays. suitable for all ages","Willard, Ellen M. (Ellen Melville), b. 1853",Dialogues;Amateur plays,Chicago : T. S. Denison & company,eng
howrobinhoodonc00hazagoog,1910,How Robin Hood Once was a Wait: A Miracle Play Or Christmas Masque,Rowland Gibson Hazard,,Printed by S.P.C.,English
gemsofchristmass00lamb,1910,Gems of Christmas song : a collection of old Christmas carols and hymns for use year after year in the home and at Christmas festivals \/,"Lamb, Edith M.","Carols;Christmas music;Hymns, English",Philadelphia : American Sunday-School Union,eng
gemass00lamb,1910,Gems of Christmas song : a collection of old Christmas carols and hymns for use year after year in the home and at Christmas festivals,"Lamb, Edith M","Carols;Christmas music;Hymns, English",Philadelphia : American Sunday-School Union,eng
christmasbookofc00ansoiala,1910,The Christmas book of carols and songs :,"Anson, W. S. W","Carols, English;English poetry;Christmas","London : George Routledge & Sons, Ltd. ; New York : E.P. Dutton & Co.",eng
christmasmystery00lock,1910,A Christmas mystery;,"Locke, William John, 1863-1930",,New York : John Lane company,eng
christmascarolsh00dann,1910,Christmas carols and hymns for school and choir,"Dann, Hollis, 1861-1939. com","Christmas music;Carols, English;Anthems",New York : American Book Co.,eng
christmasmystery00lockrich,1910,A Christmas mystery : the story of three wise men,"Locke, William John, 1863-1930;Campbell, Blendon, ill;Richards, Amy, binding designer",,New York : John Lane Company,eng
christmasangel00browrich,1910,The Christmas angel,"Brown, Abbie Farwell, 1871-1927",,"Boston, New York, Houghton Mifflin Company",eng
doctorschristma00allegoog,1910,The doctor's Christmas eve ..,"Allen, James Lane, 1849-1925",,"New York, The Macmillan Company",eng
dickenskollelett00dickrich,1910,The Dickens-Kolle letters,"Dickens, Charles, 1812-1870;Bibliophile Society (Boston, Mass.);Smith, Harry Bache, 1860-1936","Kolle, William Henry, d. 1881;Winter, Maria Sarah Beadnell, 1811- or 12-1886","Boston ; Printed for members only, the Bibliophile Society",eng
onchristmasdayi01richgoog,1910,On Christmas Day in the Evening,Grace Louise Smith Richmond,,A. L. Burt,English
christmaswreckot00stocrich,1910,The Christmas wreck : and other stories,"Stockton, Frank Richard, 1834-1902",,New York : Scribner,eng
cu31924022250751,1910,Christmas day,"Irving, Washington, 1783-1859",,"New York, Hodder & Stoughton",eng
bychristmasfire00crotrich,1910,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927;Riverside Press (Cambridge, Mass.) (1910) bkp CU-BANC;Rogers, Bruce, 1870-1957",,"Boston, New York, Houghton Mifflin Company",eng
christmasangel00browgoog,1910,The Christmas angel,"Brown, Abbie Farwell, d. 1927;Birch, Reginald Bathurst, 1856-1943, ill;Houghton Mifflin Company. pbl;Riverside Press. prt",,Boston ; New York : Houghton Mifflin Company,eng
BulletinV3N3,1910,"Bulletin of the Chicago Academy of Sciences, Vol. 3, No. 3",Chicago Academy of Sciences,annual report;index;photograph;annual report;schools;seasonal announcements;Winter;Spring,,eng
christmascarolsh1910dann,1910,Christmas carols and hymns for school and choir \/,"Dann, Hollis Ellsworth, 1861-1939.","Carols;Christmas music;Hymns, English",New York : American Book Co.,eng
byfirechristmas00crotrich,1910,By the Christmas fire,"Crothers, Samuel McChord, 1857-1927;Riverside Press (Cambridge, Mass.) (1910) bkp CU-BANC;Rogers, Bruce, 1870-1957",,"Boston, New York, Houghton Mifflin Company",eng
indavidstown00burr,1910,In David's town,"Burrell, David James, 1844-1926",Christmas stories,New York : American Tract Society,eng
mahoganytree00thacrich,1910,The mahogany tree,"Thackeray, William Makepeace, 1811-1863;Marchbanks Press. (1910) bkp CU-BANC;Fairbanks, C. M;Dulac, Edmund, 1882-1953",Christmas,"New York, Privately printed",eng
livechristmastre00gilm,1910,A live Christmas tree : Christmas story,"Gilman, Bradley, 1857-1932",,[Canton? Mass. : B. Gilman?,eng
christmascricket00dick,1910,Christmas stories,"Dickens, Charles, 1812-1870",,[New York?] : McLoughlin,eng
onchristmaseve00guer,1910,On Christmas-eve..,"Guernsey, Alice Margaret, 1850-",,[n.p.],eng
pleasantpagessug00paulrich,1910,Pleasant pages: suggestions for the Christmas & New Year Holidays ..,"Paul Elder and Company;Tomoy\u00e9 Press;Guiterman, Arthur, 1871-1943;Nash, John Henry, 1871-1947","Paul Elder and Company;Catalogs, Publishers' -- California San Francisco;California -- Imprints",San Francisco,eng
christmas00scot,1910,Christmas treasury of song and verse,"Scott, Temple, 1864-1939",Christmas;Carols,New York : Baker & Taylor,eng
lifeactiongreatw24chic,1910,"Life and Action: The Great Work in America (Vol. 2, No. 4) (Nov-Dec 1910) [Life and Action Magazine]",Various,8-Life and Action; Christmas Giving; Dietetics; Judas Iscariot; Opportunity,Indo-American Magazine Company,eng
christmascitybet00lear,1911,"The Christmas city, Bethlehem across the ages","Leary, Lewis Gaston, 1906-",Bethlehem,New York : Sturgis & Walton company,eng
feastofstfriendc00ben,1911,The feast of St. Friend; a Christmas book,"Bennett, Arnold, 1867-1931",Christmas,"New York, George H. Doran company",eng
cu31924022179877,1911,Colonel Carter's Christmas; The romance of an old-fashioned gentleman,"Smith, Francis Hopkinson, 1838-1915;Smith, Francis Hopkinson, 1838-1915. Romance of an old-fashioned gentleman",,"New York, Scribner",eng
howtheycametobet00burr,1911,How they came to Bethlehem,"Burrell, David De Forest, 1876-",Christmas stories,New York : American Tract Society,eng
winterwheatinwes79salm,1911,Winter wheat in western South Dakota,"Salmon, Cecil;United States. Bureau of Plant Industry",Winter wheat South Dakota,"Washington, D.C. : U.S. Dept. of Agriculture, Bureau of Plant Industry",eng
sketchbookgeoff32irvigoog,1911,"The sketch-book of Geoffrey Crayon, gent.","Irving, Washington, 1783-1859;Dawson, Charles Addison, ed",Christmas,"New York, Charles E. Merrill",eng
sadshepherdchris00vandiala,1911,The sad shepherd; a Christmas story,"Van Dyke, Henry, 1852-1933",,New York : C. Scribner's Sons,eng
lifeactiongreatw02chic,1911,Life and Action: The Great Work in America (Bound Vol. 2) (1911),Various,"9-Life and Action, Bound Volumes; Christmas Giving; Perfect Marriage; Evolution and Involution; Theosophy; Psychotherapy; Dietetics; Mirth; Love",Indo-American Book Company,eng
sadshepherdachr01presgoog,1911,The sad shepherd : a Christmas story,"Van Dyke, Henry, 1852-1933;Richardson, R. K., 1877- , bdd;Charles Scribner's Sons. pbl;Scribner Press. prt",,New York : Charles Scribner's Sons,eng
friendshiphappin00benn,1911,Friendship and happiness,"Bennett, Arnold",Christmas.,New York : Wm. H. Wise,eng
feaststfriendac01benngoog,1911,The feast of St. Friend; a Christmas book,"Bennett, Arnold, 1867-1931",Christmas,"New York, George H. Doran company",eng
christmascitybe00leargoog,1911,"The Christmas city, Bethlehem across the ages","Leary, Lewis Gaston, 1877-",,"New York, Sturgis & Walton company",eng
sonnyachristmas01stuagoog,1911,"Sonny, a Christmas Guest",Ruth McEnery Stuart,,Century,English
childrensbookofc00dier,1911,The children's book of Christmas,"Dier, J. C;Macmillan Company",Christmas;Christmas,New York : Macmillan,eng
sketchbookofgeof10irvi,1911,"The sketch-book of Geoffrey Crayon, gent.","Irving, Washington, 1783-1859;Dawson, Charles Addison, ed",Christmas,"New York, Charles E. Merrill",eng
boywhobroughtch00presgoog,1911,The Boy who Brought Christmas,"Alice Morgan ,  Doubleday,  Page & Company,  Decorative Designers,  Country Life Press",,"Doubleday, Page & Company",English
twelfthchristmas00cook,1911,The twelfth Christmas; the Christ child's revelation,"Cooke, Marjorie Benton, 1876-1920",Christmas,"Chicago, Forbes & Company",eng
christmasselecti00mcna,1911,"Christmas selections, for readings and recitations","McNaught, Rosamond (Livingstone), Mrs",Christmas,Philadelphia : The Penn publishing company,eng
fourthphysician00stevgoog,1911,The Fourth Physician: A Christmas Story,"Montgomery B. Pickett ,  Gordon Stevenson",,A. C. McClurg & Co.,English
